20
Alpha | Phero | Elite | Gen   | Length
    1 |     2 |     1   | 5 |       37
    1 |     2 |     1   | 6 |       37
    1 |     2 |     1   | 7 |       39
    1 |     2 |     1   | 8 |       36
    1 |     2 |     1   | 9 |       32
    1 |     2 |     2   | 1 |       29
    1 |     2 |     2   | 2 |       58
    1 |     2 |     2   | 3 |       36
    1 |     2 |     2   | 4 |       26
    1 |     2 |     2   | 5 |       27
    1 |     2 |     2   | 6 |       44
    1 |     2 |     2   | 7 |       41
    1 |     2 |     2   | 8 |       27
    1 |     2 |     2   | 9 |       27
    1 |     2 |     3   | 1 |       39
    1 |     2 |     3   | 2 |       34
    1 |     2 |     3   | 3 |       40
    1 |     2 |     3   | 4 |       31
    1 |     2 |     3   | 5 |       43
    1 |     2 |     3   | 6 |       36
    1 |     2 |     3   | 7 |       34
    1 |     2 |     3   | 8 |       42
    1 |     2 |     3   | 9 |       34
    1 |     2 |     4   | 1 |       36
    1 |     2 |     4   | 2 |       39
    1 |     2 |     4   | 3 |       34
    1 |     2 |     4   | 4 |       31
    1 |     2 |     4   | 5 |       48
    1 |     2 |     4   | 6 |       29
    1 |     2 |     4   | 7 |       42
    1 |     2 |     4   | 8 |       30
    1 |     2 |     4   | 9 |       41



10 | 0 | 1 | 3 | 3
26
Alpha | Phero | Elite | Gen   | Length
    0 |     0 |     0   | 1 |       25
    0 |     0 |     0   | 2 |       17
    0 |     0 |     0   | 3 |       31
    0 |     0 |     0   | 4 |       21
    0 |     0 |     0   | 5 |       20
    0 |     0 |     0   | 6 |       24
    0 |     0 |     0   | 7 |       16
    0 |     0 |     0   | 8 |       26
    0 |     0 |     0   | 9 |       26
    0 |     0 |     1   | 1 |       25
    0 |     0 |     1   | 2 |       38
    0 |     0 |     1   | 3 |       27
    0 |     0 |     1   | 4 |       29
    0 |     0 |     1   | 5 |       24
    0 |     0 |     1   | 6 |       30
    0 |     0 |     1   | 7 |       42
    0 |     0 |     1   | 8 |       26
    0 |     0 |     1   | 9 |       22
    0 |     0 |     2   | 1 |       18
    0 |     0 |     2   | 2 |       37
    0 |     0 |     2   | 3 |       16
    0 |     0 |     2   | 4 |       20
    0 |     0 |     2   | 5 |       24
    0 |     0 |     2   | 6 |       24
    0 |     0 |     2   | 7 |       17
    0 |     0 |     2   | 8 |       14
    0 |     0 |     2   | 9 |       42
    0 |     0 |     3   | 1 |       22
    0 |     0 |     3   | 2 |       34
    0 |     0 |     3   | 3 |       24
    0 |     0 |     3   | 4 |       24
    0 |     0 |     3   | 5 |       28
    0 |     0 |     3   | 6 |       26
    0 |     0 |     3   | 7 |       24
    0 |     0 |     3   | 8 |       30
    0 |     0 |     3   | 9 |       38
    0 |     0 |     4   | 1 |       22
    0 |     0 |     4   | 2 |       25
    0 |     0 |     4   | 3 |       27
    0 |     0 |     4   | 4 |       30
    0 |     0 |     4   | 5 |       21
    0 |     0 |     4   | 6 |       29
    0 |     0 |     4   | 7 |       32
    0 |     0 |     4   | 8 |       35
    0 |     0 |     4   | 9 |       20
    0 |   0.5 |     0   | 1 |       21
    0 |   0.5 |     0   | 2 |       40
    0 |   0.5 |     0   | 3 |       13
    0 |   0.5 |     0   | 4 |       31
    0 |   0.5 |     0   | 5 |       23
    0 |   0.5 |     0   | 6 |       37
    0 |   0.5 |     0   | 7 |       23
    0 |   0.5 |     0   | 8 |       20
    0 |   0.5 |     0   | 9 |       23
    0 |   0.5 |     1   | 1 |       16
    0 |   0.5 |     1   | 2 |       26
    0 |   0.5 |     1   | 3 |       25
    0 |   0.5 |     1   | 4 |       19
    0 |   0.5 |     1   | 5 |       38
    0 |   0.5 |     1   | 6 |       27
    0 |   0.5 |     1   | 7 |       32
    0 |   0.5 |     1   | 8 |       32
    0 |   0.5 |     1   | 9 |       25
    0 |   0.5 |     2   | 1 |       20
    0 |   0.5 |     2   | 2 |       41
    0 |   0.5 |     2   | 3 |       19
    0 |   0.5 |     2   | 4 |       43
    0 |   0.5 |     2   | 5 |       22
    0 |   0.5 |     2   | 6 |       24
    0 |   0.5 |     2   | 7 |       22
    0 |   0.5 |     2   | 8 |       37
    0 |   0.5 |     2   | 9 |       33
    0 |   0.5 |     3   | 1 |       27
    0 |   0.5 |     3   | 2 |       27
    0 |   0.5 |     3   | 3 |       42
    0 |   0.5 |     3   | 4 |       49
    0 |   0.5 |     3   | 5 |       42
    0 |   0.5 |     3   | 6 |       22
    0 |   0.5 |     3   | 7 |       17
    0 |   0.5 |     3   | 8 |       22
    0 |   0.5 |     3   | 9 |       23
    0 |   0.5 |     4   | 1 |       22
    0 |   0.5 |     4   | 2 |       30
    0 |   0.5 |     4   | 3 |       25
    0 |   0.5 |     4   | 4 |       34
    0 |   0.5 |     4   | 5 |       37
    0 |   0.5 |     4   | 6 |       27
    0 |   0.5 |     4   | 7 |       19
    0 |   0.5 |     4   | 8 |       15
    0 |   0.5 |     4   | 9 |       34
    0 |     1 |     0   | 1 |       33
    0 |     1 |     0   | 2 |       18
    0 |     1 |     0   | 3 |       29
    0 |     1 |     0   | 4 |       29
    0 |     1 |     0   | 5 |       30
    0 |     1 |     0   | 6 |       24
    0 |     1 |     0   | 7 |       27
    0 |     1 |     0   | 8 |       32
    0 |     1 |     0   | 9 |       20
    0 |     1 |     1   | 1 |       25
    0 |     1 |     1   | 2 |       34
    0 |     1 |     1   | 3 |       18
    0 |     1 |     1   | 4 |       29
    0 |     1 |     1   | 5 |       18
    0 |     1 |     1   | 6 |       27
    0 |     1 |     1   | 7 |       21
    0 |     1 |     1   | 8 |       18
    0 |     1 |     1   | 9 |       24
    0 |     1 |     2   | 1 |       31
    0 |     1 |     2   | 2 |       36
    0 |     1 |     2   | 3 |       23
    0 |     1 |     2   | 4 |       27
    0 |     1 |     2   | 5 |       32
    0 |     1 |     2   | 6 |       18
    0 |     1 |     2   | 7 |       24
    0 |     1 |     2   | 8 |       34
    0 |     1 |     2   | 9 |       38
    0 |     1 |     3   | 1 |       24
    0 |     1 |     3   | 2 |       24
    0 |     1 |     3   | 3 |       14
    0 |     1 |     3   | 4 |       30
    0 |     1 |     3   | 5 |       33
    0 |     1 |     3   | 6 |       23
    0 |     1 |     3   | 7 |       38
    0 |     1 |     3   | 8 |       24
    0 |     1 |     3   | 9 |       23
    0 |     1 |     4   | 1 |       26
    0 |     1 |     4   | 2 |       26
    0 |     1 |     4   | 3 |       39
    0 |     1 |     4   | 4 |       30
    0 |     1 |     4   | 5 |       22
    0 |     1 |     4   | 6 |       26
    0 |     1 |     4   | 7 |       26
    0 |     1 |     4   | 8 |       37
    0 |     1 |     4   | 9 |       35
    0 |   1.5 |     0   | 1 |       26
    0 |   1.5 |     0   | 2 |       10
    0 |   1.5 |     0   | 3 |       38
    0 |   1.5 |     0   | 4 |       28
    0 |   1.5 |     0   | 5 |       23
    0 |   1.5 |     0   | 6 |       40
    0 |   1.5 |     0   | 7 |       25
    0 |   1.5 |     0   | 8 |       20
    0 |   1.5 |     0   | 9 |       24
    0 |   1.5 |     1   | 1 |       17
    0 |   1.5 |     1   | 2 |       20
    0 |   1.5 |     1   | 3 |       23
    0 |   1.5 |     1   | 4 |       34
    0 |   1.5 |     1   | 5 |       24
    0 |   1.5 |     1   | 6 |       31
    0 |   1.5 |     1   | 7 |       27
    0 |   1.5 |     1   | 8 |       23
    0 |   1.5 |     1   | 9 |       44
    0 |   1.5 |     2   | 1 |       22
    0 |   1.5 |     2   | 2 |       22
    0 |   1.5 |     2   | 3 |       22
    0 |   1.5 |     2   | 4 |       28
    0 |   1.5 |     2   | 5 |       28
    0 |   1.5 |     2   | 6 |       25
    0 |   1.5 |     2   | 7 |       27
    0 |   1.5 |     2   | 8 |       21
    0 |   1.5 |     2   | 9 |       19
    0 |   1.5 |     3   | 1 |       20
    0 |   1.5 |     3   | 2 |       43
    0 |   1.5 |     3   | 3 |       26
    0 |   1.5 |     3   | 4 |       35
    0 |   1.5 |     3   | 5 |       20
    0 |   1.5 |     3   | 6 |       46
    0 |   1.5 |     3   | 7 |       40
    0 |   1.5 |     3   | 8 |       14
    0 |   1.5 |     3   | 9 |       25
    0 |   1.5 |     4   | 1 |       32
    0 |   1.5 |     4   | 2 |       23
    0 |   1.5 |     4   | 3 |       23
    0 |   1.5 |     4   | 4 |       23
    0 |   1.5 |     4   | 5 |       23
    0 |   1.5 |     4   | 6 |       28
    0 |   1.5 |     4   | 7 |       25
    0 |   1.5 |     4   | 8 |       17
    0 |   1.5 |     4   | 9 |       36
    0 |     2 |     0   | 1 |       28
    0 |     2 |     0   | 2 |       23
    0 |     2 |     0   | 3 |       28
    0 |     2 |     0   | 4 |       17
    0 |     2 |     0   | 5 |       28
    0 |     2 |     0   | 6 |       33
    0 |     2 |     0   | 7 |       36
    0 |     2 |     0   | 8 |       29
    0 |     2 |     0   | 9 |       30
    0 |     2 |     1   | 1 |       30
    0 |     2 |     1   | 2 |       31
    0 |     2 |     1   | 3 |       15
    0 |     2 |     1   | 4 |       32
    0 |     2 |     1   | 5 |       23
    0 |     2 |     1   | 6 |       12
    0 |     2 |     1   | 7 |       32
    0 |     2 |     1   | 8 |       29
    0 |     2 |     1   | 9 |       27
    0 |     2 |     2   | 1 |       14
    0 |     2 |     2   | 2 |       38
    0 |     2 |     2   | 3 |       39
    0 |     2 |     2   | 4 |       23
    0 |     2 |     2   | 5 |       21
    0 |     2 |     2   | 6 |       19
    0 |     2 |     2   | 7 |       21
    0 |     2 |     2   | 8 |       24
    0 |     2 |     2   | 9 |       35
    0 |     2 |     3   | 1 |       15
    0 |     2 |     3   | 2 |       36
    0 |     2 |     3   | 3 |       19
    0 |     2 |     3   | 4 |       34
    0 |     2 |     3   | 5 |       36
    0 |     2 |     3   | 6 |       23
    0 |     2 |     3   | 7 |       31
    0 |     2 |     3   | 8 |       30
    0 |     2 |     3   | 9 |       19
    0 |     2 |     4   | 1 |       24
    0 |     2 |     4   | 2 |       31
    0 |     2 |     4   | 3 |       20
    0 |     2 |     4   | 4 |       23
    0 |     2 |     4   | 5 |       42
    0 |     2 |     4   | 6 |       25
    0 |     2 |     4   | 7 |       19
    0 |     2 |     4   | 8 |       26
    0 |     2 |     4   | 9 |       33
  0.2 |     0 |     0   | 1 |       28
  0.2 |     0 |     0   | 2 |       30
  0.2 |     0 |     0   | 3 |       41
  0.2 |     0 |     0   | 4 |       27
  0.2 |     0 |     0   | 5 |       25
  0.2 |     0 |     0   | 6 |       14
  0.2 |     0 |     0   | 7 |       38
  0.2 |     0 |     0   | 8 |       22
  0.2 |     0 |     0   | 9 |       24
  0.2 |     0 |     1   | 1 |       24
  0.2 |     0 |     1   | 2 |       30
  0.2 |     0 |     1   | 3 |       22
  0.2 |     0 |     1   | 4 |       22
  0.2 |     0 |     1   | 5 |       36
  0.2 |     0 |     1   | 6 |       29
  0.2 |     0 |     1   | 7 |       23
  0.2 |     0 |     1   | 8 |       24
  0.2 |     0 |     1   | 9 |       23
  0.2 |     0 |     2   | 1 |       37
  0.2 |     0 |     2   | 2 |       19
  0.2 |     0 |     2   | 3 |       24
  0.2 |     0 |     2   | 4 |       31
  0.2 |     0 |     2   | 5 |       22
  0.2 |     0 |     2   | 6 |       22
  0.2 |     0 |     2   | 7 |       27
  0.2 |     0 |     2   | 8 |       23
  0.2 |     0 |     2   | 9 |       19
  0.2 |     0 |     3   | 1 |       26
  0.2 |     0 |     3   | 2 |       28
  0.2 |     0 |     3   | 3 |       18
  0.2 |     0 |     3   | 4 |       24
  0.2 |     0 |     3   | 5 |       26
  0.2 |     0 |     3   | 6 |       33
  0.2 |     0 |     3   | 7 |       20
  0.2 |     0 |     3   | 8 |       22
  0.2 |     0 |     3   | 9 |       25
  0.2 |     0 |     4   | 1 |       32
  0.2 |     0 |     4   | 2 |       29
  0.2 |     0 |     4   | 3 |       32
  0.2 |     0 |     4   | 4 |       32
  0.2 |     0 |     4   | 5 |       25
  0.2 |     0 |     4   | 6 |       25
  0.2 |     0 |     4   | 7 |       23
  0.2 |     0 |     4   | 8 |       17
  0.2 |     0 |     4   | 9 |       26
  0.2 |   0.5 |     0   | 1 |       28
  0.2 |   0.5 |     0   | 2 |       17
  0.2 |   0.5 |     0   | 3 |       30
  0.2 |   0.5 |     0   | 4 |       26
  0.2 |   0.5 |     0   | 5 |       16
  0.2 |   0.5 |     0   | 6 |       23
  0.2 |   0.5 |     0   | 7 |       32
  0.2 |   0.5 |     0   | 8 |       14
  0.2 |   0.5 |     0   | 9 |       24
  0.2 |   0.5 |     1   | 1 |       25
  0.2 |   0.5 |     1   | 2 |       24
  0.2 |   0.5 |     1   | 3 |       27
  0.2 |   0.5 |     1   | 4 |       23
  0.2 |   0.5 |     1   | 5 |       30
  0.2 |   0.5 |     1   | 6 |       32
  0.2 |   0.5 |     1   | 7 |       16
  0.2 |   0.5 |     1   | 8 |       23
  0.2 |   0.5 |     1   | 9 |       26
  0.2 |   0.5 |     2   | 1 |       34
  0.2 |   0.5 |     2   | 2 |       29
  0.2 |   0.5 |     2   | 3 |       30
  0.2 |   0.5 |     2   | 4 |       30
  0.2 |   0.5 |     2   | 5 |       35
  0.2 |   0.5 |     2   | 6 |       30
  0.2 |   0.5 |     2   | 7 |       21
  0.2 |   0.5 |     2   | 8 |       28
  0.2 |   0.5 |     2   | 9 |       36
  0.2 |   0.5 |     3   | 1 |       16
  0.2 |   0.5 |     3   | 2 |       27
  0.2 |   0.5 |     3   | 3 |       23
  0.2 |   0.5 |     3   | 4 |       26
  0.2 |   0.5 |     3   | 5 |       20
  0.2 |   0.5 |     3   | 6 |       29
  0.2 |   0.5 |     3   | 7 |       27
  0.2 |   0.5 |     3   | 8 |       28
  0.2 |   0.5 |     3   | 9 |       28
  0.2 |   0.5 |     4   | 1 |       17
  0.2 |   0.5 |     4   | 2 |       20
  0.2 |   0.5 |     4   | 3 |       38
  0.2 |   0.5 |     4   | 4 |       23
  0.2 |   0.5 |     4   | 5 |       21
  0.2 |   0.5 |     4   | 6 |       19
  0.2 |   0.5 |     4   | 7 |       39
  0.2 |   0.5 |     4   | 8 |       18
  0.2 |   0.5 |     4   | 9 |       21
  0.2 |     1 |     0   | 1 |       19
  0.2 |     1 |     0   | 2 |       37
  0.2 |     1 |     0   | 3 |       17
  0.2 |     1 |     0   | 4 |       28
  0.2 |     1 |     0   | 5 |       18
  0.2 |     1 |     0   | 6 |       20
  0.2 |     1 |     0   | 7 |       26
  0.2 |     1 |     0   | 8 |       19
  0.2 |     1 |     0   | 9 |       29
  0.2 |     1 |     1   | 1 |       33
  0.2 |     1 |     1   | 2 |       33
  0.2 |     1 |     1   | 3 |       10
  0.2 |     1 |     1   | 4 |       26
  0.2 |     1 |     1   | 5 |       23
  0.2 |     1 |     1   | 6 |       28
  0.2 |     1 |     1   | 7 |       40
  0.2 |     1 |     1   | 8 |       21
  0.2 |     1 |     1   | 9 |       24
  0.2 |     1 |     2   | 1 |       20
  0.2 |     1 |     2   | 2 |       25
  0.2 |     1 |     2   | 3 |       24
  0.2 |     1 |     2   | 4 |       30
  0.2 |     1 |     2   | 5 |       16
  0.2 |     1 |     2   | 6 |       31
  0.2 |     1 |     2   | 7 |       21
  0.2 |     1 |     2   | 8 |       26
  0.2 |     1 |     2   | 9 |       31
  0.2 |     1 |     3   | 1 |       21
  0.2 |     1 |     3   | 2 |       36
  0.2 |     1 |     3   | 3 |       36
  0.2 |     1 |     3   | 4 |       41
  0.2 |     1 |     3   | 5 |       20
  0.2 |     1 |     3   | 6 |       21
  0.2 |     1 |     3   | 7 |       34
  0.2 |     1 |     3   | 8 |       24
  0.2 |     1 |     3   | 9 |       29
  0.2 |     1 |     4   | 1 |       22
  0.2 |     1 |     4   | 2 |       25
  0.2 |     1 |     4   | 3 |       19
  0.2 |     1 |     4   | 4 |       41
  0.2 |     1 |     4   | 5 |       29
  0.2 |     1 |     4   | 6 |       29
  0.2 |     1 |     4   | 7 |       32
  0.2 |     1 |     4   | 8 |       17
  0.2 |     1 |     4   | 9 |       27
  0.2 |   1.5 |     0   | 1 |       31
  0.2 |   1.5 |     0   | 2 |       13
  0.2 |   1.5 |     0   | 3 |       34
  0.2 |   1.5 |     0   | 4 |       38
  0.2 |   1.5 |     0   | 5 |       16
  0.2 |   1.5 |     0   | 6 |       19
  0.2 |   1.5 |     0   | 7 |       34
  0.2 |   1.5 |     0   | 8 |       32
  0.2 |   1.5 |     0   | 9 |       17
  0.2 |   1.5 |     1   | 1 |       33
  0.2 |   1.5 |     1   | 2 |       23
  0.2 |   1.5 |     1   | 3 |       37
  0.2 |   1.5 |     1   | 4 |       27
  0.2 |   1.5 |     1   | 5 |       18
  0.2 |   1.5 |     1   | 6 |       19
  0.2 |   1.5 |     1   | 7 |       22
  0.2 |   1.5 |     1   | 8 |       28
  0.2 |   1.5 |     1   | 9 |       31
  0.2 |   1.5 |     2   | 1 |       28
  0.2 |   1.5 |     2   | 2 |       35
  0.2 |   1.5 |     2   | 3 |       20
  0.2 |   1.5 |     2   | 4 |       27
  0.2 |   1.5 |     2   | 5 |       21
  0.2 |   1.5 |     2   | 6 |       23
  0.2 |   1.5 |     2   | 7 |       27
  0.2 |   1.5 |     2   | 8 |       31
  0.2 |   1.5 |     2   | 9 |       14
  0.2 |   1.5 |     3   | 1 |       47
  0.2 |   1.5 |     3   | 2 |       26
  0.2 |   1.5 |     3   | 3 |       12
  0.2 |   1.5 |     3   | 4 |       22
  0.2 |   1.5 |     3   | 5 |       28
  0.2 |   1.5 |     3   | 6 |       31
  0.2 |   1.5 |     3   | 7 |       22
  0.2 |   1.5 |     3   | 8 |       28
  0.2 |   1.5 |     3   | 9 |       21
  0.2 |   1.5 |     4   | 1 |       22
  0.2 |   1.5 |     4   | 2 |       34
  0.2 |   1.5 |     4   | 3 |       30
  0.2 |   1.5 |     4   | 4 |       25
  0.2 |   1.5 |     4   | 5 |       26
  0.2 |   1.5 |     4   | 6 |       28
  0.2 |   1.5 |     4   | 7 |       24
  0.2 |   1.5 |     4   | 8 |       30
  0.2 |   1.5 |     4   | 9 |       30
  0.2 |     2 |     0   | 1 |       30
  0.2 |     2 |     0   | 2 |       12
  0.2 |     2 |     0   | 3 |       15
  0.2 |     2 |     0   | 4 |       22
  0.2 |     2 |     0   | 5 |       20
  0.2 |     2 |     0   | 6 |       26
  0.2 |     2 |     0   | 7 |       21
  0.2 |     2 |     0   | 8 |       28
  0.2 |     2 |     0   | 9 |       29
  0.2 |     2 |     1   | 1 |       30
  0.2 |     2 |     1   | 2 |       12
  0.2 |     2 |     1   | 3 |       17
  0.2 |     2 |     1   | 4 |       17
  0.2 |     2 |     1   | 5 |       25
  0.2 |     2 |     1   | 6 |       23
  0.2 |     2 |     1   | 7 |       29
  0.2 |     2 |     1   | 8 |       26
  0.2 |     2 |     1   | 9 |       38
  0.2 |     2 |     2   | 1 |       21
  0.2 |     2 |     2   | 2 |       31
  0.2 |     2 |     2   | 3 |       23
  0.2 |     2 |     2   | 4 |       41
  0.2 |     2 |     2   | 5 |       33
  0.2 |     2 |     2   | 6 |       29
  0.2 |     2 |     2   | 7 |       26
  0.2 |     2 |     2   | 8 |       29
  0.2 |     2 |     2   | 9 |       21
  0.2 |     2 |     3   | 1 |       28
  0.2 |     2 |     3   | 2 |       19
  0.2 |     2 |     3   | 3 |       37
  0.2 |     2 |     3   | 4 |       19
  0.2 |     2 |     3   | 5 |       23
  0.2 |     2 |     3   | 6 |       33
  0.2 |     2 |     3   | 7 |       31
  0.2 |     2 |     3   | 8 |       25
  0.2 |     2 |     3   | 9 |       33
  0.2 |     2 |     4   | 1 |       27
  0.2 |     2 |     4   | 2 |       18
  0.2 |     2 |     4   | 3 |       25
  0.2 |     2 |     4   | 4 |       19
  0.2 |     2 |     4   | 5 |       28
  0.2 |     2 |     4   | 6 |       26
  0.2 |     2 |     4   | 7 |       30
  0.2 |     2 |     4   | 8 |       35
  0.2 |     2 |     4   | 9 |       22
  0.4 |     0 |     0   | 1 |       16
  0.4 |     0 |     0   | 2 |       14
  0.4 |     0 |     0   | 3 |       25
  0.4 |     0 |     0   | 4 |       25
  0.4 |     0 |     0   | 5 |       28
  0.4 |     0 |     0   | 6 |       23
  0.4 |     0 |     0   | 7 |       32
  0.4 |     0 |     0   | 8 |       24
  0.4 |     0 |     0   | 9 |       38
  0.4 |     0 |     1   | 1 |       26
  0.4 |     0 |     1   | 2 |       31
  0.4 |     0 |     1   | 3 |       15
  0.4 |     0 |     1   | 4 |       29
  0.4 |     0 |     1   | 5 |       20
  0.4 |     0 |     1   | 6 |       20
  0.4 |     0 |     1   | 7 |       21
  0.4 |     0 |     1   | 8 |       29
  0.4 |     0 |     1   | 9 |       32
  0.4 |     0 |     2   | 1 |       25
  0.4 |     0 |     2   | 2 |       20
  0.4 |     0 |     2   | 3 |       35
  0.4 |     0 |     2   | 4 |       32
  0.4 |     0 |     2   | 5 |       22
  0.4 |     0 |     2   | 6 |       38
  0.4 |     0 |     2   | 7 |       33
  0.4 |     0 |     2   | 8 |       43
  0.4 |     0 |     2   | 9 |       29
  0.4 |     0 |     3   | 1 |       21
  0.4 |     0 |     3   | 2 |       10
  0.4 |     0 |     3   | 3 |       13
  0.4 |     0 |     3   | 4 |       22
  0.4 |     0 |     3   | 5 |       26
  0.4 |     0 |     3   | 6 |       23
  0.4 |     0 |     3   | 7 |       25
  0.4 |     0 |     3   | 8 |       27
  0.4 |     0 |     3   | 9 |       21
  0.4 |     0 |     4   | 1 |       20
  0.4 |     0 |     4   | 2 |       32
  0.4 |     0 |     4   | 3 |       42
  0.4 |     0 |     4   | 4 |       30
  0.4 |     0 |     4   | 5 |       22
  0.4 |     0 |     4   | 6 |       20
  0.4 |     0 |     4   | 7 |       23
  0.4 |     0 |     4   | 8 |       24
  0.4 |     0 |     4   | 9 |       18
  0.4 |   0.5 |     0   | 1 |       20
  0.4 |   0.5 |     0   | 2 |       21
  0.4 |   0.5 |     0   | 3 |       35
  0.4 |   0.5 |     0   | 4 |       25
  0.4 |   0.5 |     0   | 5 |       20
  0.4 |   0.5 |     0   | 6 |       28
  0.4 |   0.5 |     0   | 7 |       35
  0.4 |   0.5 |     0   | 8 |       31
  0.4 |   0.5 |     0   | 9 |       14
  0.4 |   0.5 |     1   | 1 |       11
  0.4 |   0.5 |     1   | 2 |       12
  0.4 |   0.5 |     1   | 3 |       36
  0.4 |   0.5 |     1   | 4 |       21
  0.4 |   0.5 |     1   | 5 |       32
  0.4 |   0.5 |     1   | 6 |       31
  0.4 |   0.5 |     1   | 7 |       28
  0.4 |   0.5 |     1   | 8 |       21
  0.4 |   0.5 |     1   | 9 |       37
  0.4 |   0.5 |     2   | 1 |       26
  0.4 |   0.5 |     2   | 2 |       26
  0.4 |   0.5 |     2   | 3 |       24
  0.4 |   0.5 |     2   | 4 |       37
  0.4 |   0.5 |     2   | 5 |       22
  0.4 |   0.5 |     2   | 6 |       35
  0.4 |   0.5 |     2   | 7 |       23
  0.4 |   0.5 |     2   | 8 |       26
  0.4 |   0.5 |     2   | 9 |       31
  0.4 |   0.5 |     3   | 1 |       25
  0.4 |   0.5 |     3   | 2 |       26
  0.4 |   0.5 |     3   | 3 |       21
  0.4 |   0.5 |     3   | 4 |       17
  0.4 |   0.5 |     3   | 5 |       19
  0.4 |   0.5 |     3   | 6 |       25
  0.4 |   0.5 |     3   | 7 |       36
  0.4 |   0.5 |     3   | 8 |       27
  0.4 |   0.5 |     3   | 9 |       39
  0.4 |   0.5 |     4   | 1 |       26
  0.4 |   0.5 |     4   | 2 |       30
  0.4 |   0.5 |     4   | 3 |       31
  0.4 |   0.5 |     4   | 4 |       37
  0.4 |   0.5 |     4   | 5 |       39
  0.4 |   0.5 |     4   | 6 |       22
  0.4 |   0.5 |     4   | 7 |       24
  0.4 |   0.5 |     4   | 8 |       30
  0.4 |   0.5 |     4   | 9 |       19
  0.4 |     1 |     0   | 1 |       26
  0.4 |     1 |     0   | 2 |       33
  0.4 |     1 |     0   | 3 |       24
  0.4 |     1 |     0   | 4 |       27
  0.4 |     1 |     0   | 5 |       20
  0.4 |     1 |     0   | 6 |       24
  0.4 |     1 |     0   | 7 |       30
  0.4 |     1 |     0   | 8 |       37
  0.4 |     1 |     0   | 9 |       24
  0.4 |     1 |     1   | 1 |       21
  0.4 |     1 |     1   | 2 |       30
  0.4 |     1 |     1   | 3 |       32
  0.4 |     1 |     1   | 4 |       25
  0.4 |     1 |     1   | 5 |       26
  0.4 |     1 |     1   | 6 |       18
  0.4 |     1 |     1   | 7 |       35
  0.4 |     1 |     1   | 8 |       23
  0.4 |     1 |     1   | 9 |       28
  0.4 |     1 |     2   | 1 |       34
  0.4 |     1 |     2   | 2 |       17
  0.4 |     1 |     2   | 3 |       27
  0.4 |     1 |     2   | 4 |       35
  0.4 |     1 |     2   | 5 |       22
  0.4 |     1 |     2   | 6 |       44
  0.4 |     1 |     2   | 7 |       20
  0.4 |     1 |     2   | 8 |       11
  0.4 |     1 |     2   | 9 |       28
  0.4 |     1 |     3   | 1 |       19
  0.4 |     1 |     3   | 2 |       19
  0.4 |     1 |     3   | 3 |       13
  0.4 |     1 |     3   | 4 |       16
  0.4 |     1 |     3   | 5 |       30
  0.4 |     1 |     3   | 6 |       22
  0.4 |     1 |     3   | 7 |       16
  0.4 |     1 |     3   | 8 |       27
  0.4 |     1 |     3   | 9 |       25
  0.4 |     1 |     4   | 1 |       21
  0.4 |     1 |     4   | 2 |       28
  0.4 |     1 |     4   | 3 |       22
  0.4 |     1 |     4   | 4 |       20
  0.4 |     1 |     4   | 5 |       21
  0.4 |     1 |     4   | 6 |       23
  0.4 |     1 |     4   | 7 |       24
  0.4 |     1 |     4   | 8 |       17
  0.4 |     1 |     4   | 9 |       19
  0.4 |   1.5 |     0   | 1 |       26
  0.4 |   1.5 |     0   | 2 |       19
  0.4 |   1.5 |     0   | 3 |       19
  0.4 |   1.5 |     0   | 4 |       28
  0.4 |   1.5 |     0   | 5 |       28
  0.4 |   1.5 |     0   | 6 |       30
  0.4 |   1.5 |     0   | 7 |       23
  0.4 |   1.5 |     0   | 8 |       19
  0.4 |   1.5 |     0   | 9 |       26
  0.4 |   1.5 |     1   | 1 |       23
  0.4 |   1.5 |     1   | 2 |       24
  0.4 |   1.5 |     1   | 3 |       20
  0.4 |   1.5 |     1   | 4 |       40
  0.4 |   1.5 |     1   | 5 |       40
  0.4 |   1.5 |     1   | 6 |       30
  0.4 |   1.5 |     1   | 7 |       18
  0.4 |   1.5 |     1   | 8 |       33
  0.4 |   1.5 |     1   | 9 |       20
  0.4 |   1.5 |     2   | 1 |        9
  0.4 |   1.5 |     2   | 2 |       18
  0.4 |   1.5 |     2   | 3 |        9
  0.4 |   1.5 |     2   | 4 |       28
  0.4 |   1.5 |     2   | 5 |       23
  0.4 |   1.5 |     2   | 6 |       28
  0.4 |   1.5 |     2   | 7 |       20
  0.4 |   1.5 |     2   | 8 |       22
  0.4 |   1.5 |     2   | 9 |       19
  0.4 |   1.5 |     3   | 1 |       27
  0.4 |   1.5 |     3   | 2 |       16
  0.4 |   1.5 |     3   | 3 |       16
  0.4 |   1.5 |     3   | 4 |       32
  0.4 |   1.5 |     3   | 5 |       26
  0.4 |   1.5 |     3   | 6 |       35
  0.4 |   1.5 |     3   | 7 |       21
  0.4 |   1.5 |     3   | 8 |       27
  0.4 |   1.5 |     3   | 9 |       21
  0.4 |   1.5 |     4   | 1 |       44
  0.4 |   1.5 |     4   | 2 |       37
  0.4 |   1.5 |     4   | 3 |       11
  0.4 |   1.5 |     4   | 4 |       23
  0.4 |   1.5 |     4   | 5 |       35
  0.4 |   1.5 |     4   | 6 |       20
  0.4 |   1.5 |     4   | 7 |       23
  0.4 |   1.5 |     4   | 8 |       32
  0.4 |   1.5 |     4   | 9 |       16
